country_id,sus_indicator_id,year,indicator_value,source_note
105,6,2014,21.8,WDI Data
105,7,2016,16.4,WDI Data
105,8,2017,12.0,WDI Data
105,9,2014,1.8,WDI Data
105,10,2018,5.3,WDI Data
105,11,2015,0.6,WDI Data
105,12,2017,32.3,WDI Data
106,1,2017,91.8,WDI Data
106,3,2017,100.0,WDI Data
106,4,2015,0.9,WDI Data
106,5,2015,0.4,WDI Data
106,7,2016,38.8,WDI Data
106,9,2014,8.4,WDI Data
106,10,2018,7.7,WDI Data
106,11,2015,2.5,WDI Data
106,12,2017,64.0,WDI Data
107,1,2017,58.8,WDI Data
107,2,2017,41.1,WDI Data
107,3,2017,100.0,WDI Data
107,4,2015,0.8,WDI Data
107,5,2015,0.0,WDI Data
107,6,2014,47.2,WDI Data
107,7,2016,64.0,WDI Data
107,8,2017,-7.0,WDI Data
107,9,2014,4.9,WDI Data
107,10,2018,1.5,WDI Data
107,11,2015,9.9,WDI Data
107,12,2017,49.4,WDI Data
108,1,2017,97.3,WDI Data
108,2,2017,82.4,WDI Data
108,3,2017,100.0,WDI Data
108,4,2015,9.1,WDI Data
108,5,2015,1.2,WDI Data
108,7,2016,8.3,WDI Data
108,8,2017,16.0,WDI Data
108,9,2014,7.3,WDI Data
108,10,2018,4.0,WDI Data
108,11,2015,0.7,WDI Data
108,12,2017,84.1,WDI Data
109,1,2017,97.2,WDI Data
109,3,2017,100.0,WDI Data
109,4,2015,4.2,WDI Data
109,10,2018,4.2,WDI Data
109,11,2015,1.2,WDI Data
110,1,2017,99.4,WDI Data
110,2,2017,93.7,WDI Data
110,3,2017,100.0,WDI Data
110,4,2015,3.7,WDI Data
110,5,2015,4.3,WDI Data
110,7,2016,20.8,WDI Data
110,8,2017,15.6,WDI Data
110,9,2014,7.9,WDI Data
110,10,2018,8.6,WDI Data
110,11,2015,1.4,WDI Data
110,12,2017,81.6,WDI Data
111,1,2017,95.0,WDI Data
111,2,2017,96.2,WDI Data
111,3,2017,100.0,WDI Data
111,4,2015,16.5,WDI Data
111,5,2015,1.3,WDI Data
111,7,2016,16.5,WDI Data
111,8,2017,6.0,WDI Data
111,9,2014,5.3,WDI Data
111,10,2018,13.4,WDI Data
111,11,2015,0.8,WDI Data
111,12,2017,63.1,WDI Data
112,3,2017,99.5,WDI Data
112,4,2015,16.8,WDI Data
112,7,2016,13.4,WDI Data
112,8,2017,15.9,WDI Data
112,9,2014,2.6,WDI Data
112,10,2018,1.4,WDI Data
112,11,2015,42.1,WDI Data
112,12,2017,55.1,WDI Data
113,1,2017,98.5,WDI Data
113,2,2017,98.8,WDI Data
113,3,2017,100.0,WDI Data
113,4,2015,6.3,WDI Data
113,5,2015,3.3,WDI Data
113,7,2016,11.6,WDI Data
113,8,2017,7.3,WDI Data
113,9,2014,9.5,WDI Data
113,10,2018,10.0,WDI Data
113,11,2015,0.3,WDI Data
113,12,2017,84.6,WDI Data
115,1,2017,93.8,WDI Data
115,2,2017,80.6,WDI Data
115,3,2017,100.0,WDI Data
115,4,2015,3.2,WDI Data
115,5,2015,0.7,WDI Data
115,6,2014,12.9,WDI Data
115,7,2016,33.2,WDI Data
115,8,2017,4.4,WDI Data
115,9,2014,3.0,WDI Data
115,10,2018,1.8,WDI Data
115,11,2015,1.6,WDI Data
115,12,2017,66.8,WDI Data
116,1,2017,89.5,WDI Data
116,3,2017,100.0,WDI Data
116,4,2015,1.6,WDI Data
116,5,2015,0.2,WDI Data
116,7,2016,13.1,WDI Data
116,8,2017,5.8,WDI Data
116,9,2014,14.4,WDI Data
116,10,2018,3.2,WDI Data
116,11,2015,4.8,WDI Data
116,12,2017,76.4,WDI Data
117,3,2017,63.8,WDI Data
117,4,2015,72.7,WDI Data
117,6,2014,56.0,WDI Data
117,7,2016,28.6,WDI Data
117,8,2017,-2.2,WDI Data
117,9,2014,0.3,WDI Data
117,10,2018,10.5,WDI Data
117,11,2015,4.8,WDI Data
117,12,2017,17.8,WDI Data
118,3,2017,98.6,WDI Data
118,4,2015,4.3,WDI Data
118,7,2016,10.5,WDI Data
118,9,2014,0.6,WDI Data
118,10,2018,11.8,WDI Data
118,11,2015,7.5,WDI Data
118,12,2017,14.6,WDI Data
119,1,2017,98.2,WDI Data
119,2,2017,99.9,WDI Data
119,3,2017,100.0,WDI Data
119,4,2015,2.7,WDI Data
119,5,2015,4.2,WDI Data
119,7,2016,25.1,WDI Data
119,8,2017,20.1,WDI Data
119,9,2014,11.6,WDI Data
119,10,2018,4.0,WDI Data
119,11,2015,0.7,WDI Data
119,12,2017,95.1,WDI Data
121,1,2017,100.0,WDI Data
121,2,2017,100.0,WDI Data
121,3,2017,100.0,WDI Data
121,4,2015,0.0,WDI Data
121,5,2015,0.1,WDI Data
121,7,2016,60.8,WDI Data
121,8,2017,14.6,WDI Data
121,9,2014,25.8,WDI Data
121,10,2018,11.0,WDI Data
121,11,2015,1.8,WDI Data
121,12,2017,100.0,WDI Data
122,1,2017,68.2,WDI Data
122,3,2017,100.0,WDI Data
122,4,2015,23.3,WDI Data
122,5,2015,0.1,WDI Data
122,7,2016,23.2,WDI Data
122,8,2017,12.9,WDI Data
122,9,2014,1.6,WDI Data
122,10,2018,6.7,WDI Data
122,11,2015,5.2,WDI Data
122,12,2017,38.0,WDI Data
123,1,2017,16.1,WDI Data
123,2,2017,58.1,WDI Data
123,3,2017,93.6,WDI Data
123,4,2015,59.3,WDI Data
123,6,2014,31.4,WDI Data
123,7,2016,25.8,WDI Data
123,8,2017,-1.2,WDI Data
123,9,2014,0.3,WDI Data
123,10,2018,16.7,WDI Data
123,12,2017,25.5,WDI Data
124,1,2017,95.2,WDI Data
124,2,2017,85.8,WDI Data
124,3,2017,100.0,WDI Data
124,4,2015,38.1,WDI Data
124,5,2015,0.6,WDI Data
124,7,2016,13.4,WDI Data
124,8,2017,6.0,WDI Data
124,9,2014,3.5,WDI Data
124,10,2018,17.5,WDI Data
124,11,2015,3.4,WDI Data
124,12,2017,80.1,WDI Data
125,1,2017,47.7,WDI Data
125,2,2017,21.8,WDI Data
125,3,2017,100.0,WDI Data
125,4,2015,3.6,WDI Data
125,7,2016,30.2,WDI Data
125,8,2017,-16.9,WDI Data
125,9,2014,3.8,WDI Data
125,10,2018,1.0,WDI Data
125,11,2015,3.9,WDI Data
125,12,2017,78.2,WDI Data
126,3,2017,33.7,WDI Data
126,4,2015,52.1,WDI Data
126,5,2015,0.0,WDI Data
126,6,2014,50.8,WDI Data
126,7,2016,28.3,WDI Data
126,8,2017,8.2,WDI Data
126,9,2014,1.2,WDI Data
126,10,2018,0.3,WDI Data
126,11,2015,41.2,WDI Data
126,12,2017,29.0,WDI Data
127,3,2017,21.5,WDI Data
127,4,2015,83.8,WDI Data
127,6,2014,65.7,WDI Data
127,7,2016,17.9,WDI Data
127,8,2017,-99.0,WDI Data
127,9,2014,0.2,WDI Data
127,10,2018,1.2,WDI Data
127,11,2015,3.2,WDI Data
127,12,2017,8.0,WDI Data
128,2,2017,26.1,WDI Data
128,3,2017,70.1,WDI Data
128,4,2015,2.0,WDI Data
128,7,2016,52.1,WDI Data
128,9,2014,9.0,WDI Data
128,10,2018,0.3,WDI Data
128,12,2017,21.8,WDI Data
129,1,2017,100.0,WDI Data
129,2,2017,99.7,WDI Data
129,3,2017,100.0,WDI Data
129,4,2015,63.1,WDI Data
129,9,2014,1.2,WDI Data
129,10,2018,11.9,WDI Data
129,11,2015,0.0,WDI Data
129,12,2017,98.1,WDI Data
130,1,2017,92.0,WDI Data
130,2,2017,91.3,WDI Data
130,3,2017,100.0,WDI Data
130,4,2015,29.0,WDI Data
130,5,2015,1.0,WDI Data
130,7,2016,11.8,WDI Data
130,9,2014,4.4,WDI Data
130,10,2018,17.8,WDI Data
130,11,2015,5.9,WDI Data
130,12,2017,77.6,WDI Data
131,1,2017,99.7,WDI Data
131,2,2017,96.6,WDI Data
131,3,2017,100.0,WDI Data
131,4,2015,9.0,WDI Data
131,5,2015,1.3,WDI Data
131,7,2016,10.3,WDI Data
131,8,2017,20.9,WDI Data
131,9,2014,17.4,WDI Data
131,10,2018,40.9,WDI Data
131,11,2015,0.9,WDI Data
131,12,2017,97.4,WDI Data
165,1,2017,81.0,WDI Data
165,2,2017,16.6,WDI Data
165,3,2017,100.0,WDI Data
165,4,2015,24.2,WDI Data
165,5,2015,0.4,WDI Data
165,7,2016,29.6,WDI Data
165,8,2017,15.4,WDI Data
165,9,2014,3.6,WDI Data
165,10,2018,9.7,WDI Data
165,11,2015,1.2,WDI Data
165,12,2017,74.5,WDI Data
133,3,2017,24.1,WDI Data
133,4,2015,70.2,WDI Data
133,5,2015,0.0,WDI Data
133,6,2014,77.2,WDI Data
133,7,2016,22.9,WDI Data
133,8,2017,7.7,WDI Data
133,9,2014,0.1,WDI Data
133,10,2018,2.3,WDI Data
133,12,2017,9.8,WDI Data
134,3,2017,12.7,WDI Data
134,4,2015,83.6,WDI Data
134,6,2014,66.7,WDI Data
134,7,2016,23.1,WDI Data
134,8,2017,-16.7,WDI Data
134,9,2014,0.1,WDI Data
134,10,2018,22.9,WDI Data
134,11,2015,1.7,WDI Data
134,12,2017,13.8,WDI Data
135,1,2017,93.3,WDI Data
135,2,2017,88.6,WDI Data
135,3,2017,100.0,WDI Data
135,4,2015,5.2,WDI Data
135,5,2015,1.3,WDI Data
135,7,2016,15.8,WDI Data
135,8,2017,10.0,WDI Data
135,9,2014,8.1,WDI Data
135,10,2018,9.0,WDI Data
135,11,2015,2.1,WDI Data
135,12,2017,80.1,WDI Data
136,3,2017,99.8,WDI Data
136,4,2015,1.0,WDI Data
136,7,2016,8.0,WDI Data
136,9,2014,3.1,WDI Data
136,10,2018,0.1,WDI Data
136,11,2015,0.8,WDI Data
136,12,2017,63.2,WDI Data
137,2,2017,18.7,WDI Data
137,3,2017,43.1,WDI Data
137,4,2015,61.5,WDI Data
137,5,2015,0.3,WDI Data
137,6,2014,56.3,WDI Data
137,7,2016,38.5,WDI Data
137,8,2017,-2.3,WDI Data
137,9,2014,0.1,WDI Data
137,10,2018,8.2,WDI Data
137,12,2017,13.0,WDI Data
138,1,2017,100.0,WDI Data
138,2,2017,93.0,WDI Data
138,3,2017,100.0,WDI Data
138,4,2015,5.4,WDI Data
138,5,2015,0.7,WDI Data
138,7,2016,13.8,WDI Data
138,9,2014,5.4,WDI Data
138,10,2018,6.4,WDI Data
138,11,2015,0.9,WDI Data
138,12,2017,81.0,WDI Data
139,3,2017,94.8,WDI Data
139,4,2015,11.2,WDI Data
139,7,2016,10.2,WDI Data
139,9,2014,1.8,WDI Data
139,10,2018,0.3,WDI Data
139,12,2017,38.7,WDI Data
141,3,2017,42.9,WDI Data
141,4,2015,32.2,WDI Data
141,6,2014,79.9,WDI Data
141,7,2016,46.7,WDI Data
141,8,2017,-10.3,WDI Data
141,9,2014,0.7,WDI Data
141,10,2018,1.1,WDI Data
141,12,2017,20.8,WDI Data
142,3,2017,98.0,WDI Data
142,4,2015,11.5,WDI Data
142,5,2015,0.4,WDI Data
142,7,2016,14.3,WDI Data
142,8,2017,-6.4,WDI Data
142,9,2014,3.4,WDI Data
142,10,2018,0.0,WDI Data
142,11,2015,1.7,WDI Data
142,12,2017,55.4,WDI Data
144,1,2017,42.9,WDI Data
144,2,2017,50.4,WDI Data
144,3,2017,100.0,WDI Data
144,4,2015,9.2,WDI Data
144,5,2015,0.5,WDI Data
144,6,2014,11.1,WDI Data
144,7,2016,20.7,WDI Data
144,8,2017,7.5,WDI Data
144,9,2014,4.0,WDI Data
144,10,2018,19.1,WDI Data
144,11,2015,16.5,WDI Data
144,12,2017,63.9,WDI Data
145,3,2017,80.8,WDI Data
145,4,2015,1.2,WDI Data
145,7,2016,11.1,WDI Data
145,9,2014,1.4,WDI Data
145,10,2018,0.0,WDI Data
145,12,2017,35.3,WDI Data
146,1,2017,72.9,WDI Data
146,3,2017,100.0,WDI Data
146,4,2015,14.3,WDI Data
146,5,2015,0.3,WDI Data
146,7,2016,16.4,WDI Data
146,8,2017,14.7,WDI Data
146,9,2014,1.4,WDI Data
146,10,2018,4.2,WDI Data
146,11,2015,3.2,WDI Data
146,12,2017,76.1,WDI Data
147,1,2017,100.0,WDI Data
147,2,2017,100.0,WDI Data
147,3,2017,100.0,WDI Data
147,10,2018,99.5,WDI Data
147,11,2015,0.0,WDI Data
147,12,2017,97.1,WDI Data
148,1,2017,23.7,WDI Data
148,3,2017,85.9,WDI Data
148,4,2015,3.4,WDI Data
148,5,2015,0.2,WDI Data
148,6,2014,42.7,WDI Data
148,7,2016,38.2,WDI Data
148,8,2017,-10.3,WDI Data
148,9,2014,7.1,WDI Data
148,10,2018,17.7,WDI Data
148,11,2015,6.2,WDI Data
148,12,2017,23.7,WDI Data
149,1,2017,93.6,WDI Data
149,3,2017,100.0,WDI Data
149,4,2015,43.0,WDI Data
149,5,2015,0.4,WDI Data
149,7,2016,20.9,WDI Data
149,9,2014,3.6,WDI Data
149,10,2018,4.2,WDI Data
149,11,2015,2.7,WDI Data
149,12,2017,71.3,WDI Data
151,1,2017,70.3,WDI Data
151,2,2017,38.8,WDI Data
151,3,2017,100.0,WDI Data
151,4,2015,11.3,WDI Data
151,6,2014,13.1,WDI Data
151,7,2016,32.9,WDI Data
151,8,2017,20.9,WDI Data
151,9,2014,1.8,WDI Data
151,10,2018,18.4,WDI Data
151,11,2015,1.2,WDI Data
151,12,2017,61.8,WDI Data
152,3,2017,27.4,WDI Data
152,4,2015,86.4,WDI Data
152,5,2015,0.3,WDI Data
152,6,2014,80.3,WDI Data
152,7,2016,21.5,WDI Data
152,8,2017,-13.5,WDI Data
152,9,2014,0.3,WDI Data
152,10,2018,13.4,WDI Data
152,12,2017,10.0,WDI Data
153,3,2017,69.8,WDI Data
153,4,2015,61.5,WDI Data
153,5,2015,0.0,WDI Data
153,6,2014,41.0,WDI Data
153,7,2016,36.0,WDI Data
153,8,2017,23.1,WDI Data
153,9,2014,0.4,WDI Data
153,10,2018,4.6,WDI Data
153,11,2015,2.2,WDI Data
153,12,2017,30.7,WDI Data
154,3,2017,52.5,WDI Data
154,4,2015,26.5,WDI Data
154,5,2015,0.3,WDI Data
154,6,2014,33.2,WDI Data
154,7,2016,25.6,WDI Data
154,8,2017,4.5,WDI Data
154,9,2014,1.7,WDI Data
154,10,2018,23.2,WDI Data
154,11,2015,17.1,WDI Data
154,12,2017,51.0,WDI Data
156,1,2017,27.2,WDI Data
156,3,2017,95.5,WDI Data
156,4,2015,85.3,WDI Data
156,6,2014,54.3,WDI Data
156,7,2016,98.1,WDI Data
156,8,2017,38.1,WDI Data
156,9,2014,0.3,WDI Data
156,10,2018,23.6,WDI Data
156,11,2015,2.2,WDI Data
156,12,2017,34.0,WDI Data
157,1,2017,100.0,WDI Data
157,2,2017,97.5,WDI Data
157,3,2017,100.0,WDI Data
157,4,2015,5.9,WDI Data
157,5,2015,2.0,WDI Data
157,7,2016,12.0,WDI Data
157,8,2017,18.4,WDI Data
157,9,2014,9.9,WDI Data
157,10,2018,21.2,WDI Data
157,11,2015,0.6,WDI Data
157,12,2017,93.2,WDI Data
158,1,2017,96.7,WDI Data
158,3,2017,100.0,WDI Data
158,4,2015,4.8,WDI Data
158,9,2014,16.0,WDI Data
158,10,2018,96.0,WDI Data
158,12,2017,82.0,WDI Data
159,1,2017,100.0,WDI Data
159,2,2017,88.7,WDI Data
159,3,2017,100.0,WDI Data
159,4,2015,30.8,WDI Data
159,5,2015,1.2,WDI Data
159,7,2016,6.0,WDI Data
159,8,2017,13.9,WDI Data
159,9,2014,7.7,WDI Data
159,10,2018,30.5,WDI Data
159,11,2015,1.0,WDI Data
159,12,2017,90.8,WDI Data
160,1,2017,51.6,WDI Data
160,3,2017,86.8,WDI Data
160,4,2015,48.2,WDI Data
160,5,2015,0.1,WDI Data
160,7,2016,17.7,WDI Data
160,8,2017,14.4,WDI Data
160,9,2014,0.8,WDI Data
160,10,2018,15.5,WDI Data
160,11,2015,8.6,WDI Data
160,12,2017,27.9,WDI Data
161,2,2017,9.6,WDI Data
161,3,2017,20.0,WDI Data
161,4,2015,78.9,WDI Data
161,6,2014,70.1,WDI Data
161,7,2016,87.7,WDI Data
161,8,2017,5.0,WDI Data
161,9,2014,0.1,WDI Data
161,10,2018,17.3,WDI Data
161,11,2015,4.4,WDI Data
161,12,2017,10.2,WDI Data
162,1,2017,20.1,WDI Data
162,2,2017,26.7,WDI Data
162,3,2017,54.4,WDI Data
162,4,2015,86.6,WDI Data
162,6,2014,50.2,WDI Data
162,7,2016,71.4,WDI Data
162,8,2017,1.4,WDI Data
162,9,2014,0.5,WDI Data
162,10,2018,11.6,WDI Data
162,12,2017,42.0,WDI Data
166,1,2017,90.2,WDI Data
166,3,2017,100.0,WDI Data
166,4,2015,0.0,WDI Data
166,7,2016,9.9,WDI Data
166,10,2018,33.2,WDI Data
167,1,2017,98.3,WDI Data
167,2,2017,76.3,WDI Data
167,3,2017,100.0,WDI Data
167,4,2015,57.8,WDI Data
167,5,2015,1.9,WDI Data
167,7,2016,7.0,WDI Data
167,8,2017,16.9,WDI Data
167,9,2014,9.3,WDI Data
167,10,2018,5.1,WDI Data
167,11,2015,0.5,WDI Data
167,12,2017,96.4,WDI Data
168,1,2017,90.3,WDI Data
168,3,2017,100.0,WDI Data
168,4,2015,0.0,WDI Data
168,5,2015,0.2,WDI Data
168,7,2016,41.8,WDI Data
168,8,2017,-11.3,WDI Data
168,9,2014,15.2,WDI Data
168,10,2018,1.0,WDI Data
168,11,2015,0.4,WDI Data
168,12,2017,80.2,WDI Data
169,1,2017,35.3,WDI Data
169,3,2017,70.8,WDI Data
169,4,2015,46.5,WDI Data
169,5,2015,0.2,WDI Data
169,6,2014,45.5,WDI Data
169,7,2016,58.6,WDI Data
169,8,2017,12.7,WDI Data
169,9,2014,0.9,WDI Data
169,10,2018,9.8,WDI Data
169,11,2015,5.0,WDI Data
169,12,2017,15.5,WDI Data
170,3,2017,100.0,WDI Data
170,4,2015,0.0,WDI Data
170,9,2014,14.8,WDI Data
170,10,2018,82.9,WDI Data
172,3,2017,100.0,WDI Data
172,4,2015,21.2,WDI Data
172,5,2015,0.1,WDI Data
172,6,2014,25.8,WDI Data
172,7,2016,11.5,WDI Data
172,8,2017,25.3,WDI Data
172,9,2014,2.3,WDI Data
172,10,2018,5.2,WDI Data
172,11,2015,11.9,WDI Data
172,12,2017,57.9,WDI Data
173,3,2017,54.4,WDI Data
173,4,2015,52.5,WDI Data
173,5,2015,0.0,WDI Data
173,7,2016,12.6,WDI Data
173,9,2014,0.8,WDI Data
173,10,2018,0.7,WDI Data
173,12,2017,11.2,WDI Data
174,1,2017,63.9,WDI Data
174,2,2017,58.5,WDI Data
174,3,2017,99.3,WDI Data
174,4,2015,61.7,WDI Data
174,5,2015,0.1,WDI Data
174,7,2016,11.6,WDI Data
174,8,2017,14.5,WDI Data
174,9,2014,0.9,WDI Data
174,10,2018,14.3,WDI Data
174,11,2015,9.3,WDI Data
174,12,2017,61.1,WDI Data
175,1,2017,50.4,WDI Data
175,2,2017,42.8,WDI Data
175,3,2017,96.4,WDI Data
175,4,2015,25.5,WDI Data
175,5,2015,0.1,WDI Data
175,6,2014,34.2,WDI Data
175,7,2016,25.5,WDI Data
175,8,2017,7.1,WDI Data
175,9,2014,2.1,WDI Data
175,10,2018,13.1,WDI Data
175,11,2015,7.2,WDI Data
175,12,2017,48.7,WDI Data
176,1,2017,46.7,WDI Data
176,2,2017,51.6,WDI Data
176,3,2017,93.0,WDI Data
176,4,2015,27.5,WDI Data
176,5,2015,0.2,WDI Data
176,6,2014,38.3,WDI Data
176,7,2016,18.2,WDI Data
176,8,2017,28.5,WDI Data
176,9,2014,1.1,WDI Data
176,10,2018,3.1,WDI Data
176,11,2015,9.5,WDI Data
176,12,2017,60.1,WDI Data
178,1,2017,99.2,WDI Data
178,2,2017,93.3,WDI Data
178,3,2017,100.0,WDI Data
178,4,2015,11.9,WDI Data
178,5,2015,1.0,WDI Data
178,7,2016,21.0,WDI Data
178,8,2017,10.6,WDI Data
178,9,2014,7.5,WDI Data
178,10,2018,38.1,WDI Data
178,11,2015,0.8,WDI Data
178,12,2017,76.0,WDI Data
179,1,2017,95.3,WDI Data
179,2,2017,84.7,WDI Data
179,3,2017,100.0,WDI Data
179,4,2015,27.2,WDI Data
179,5,2015,1.2,WDI Data
179,7,2016,8.1,WDI Data
179,8,2017,3.4,WDI Data
179,9,2014,4.3,WDI Data
179,10,2018,16.9,WDI Data
179,11,2015,1.0,WDI Data
179,12,2017,73.8,WDI Data
180,1,2017,94.1,WDI Data
180,2,2017,32.5,WDI Data
180,3,2017,100.0,WDI Data
180,4,2015,1.8,WDI Data
180,5,2015,0.4,WDI Data
180,7,2016,8.3,WDI Data
180,10,2018,2.0,WDI Data
180,11,2015,16.7,WDI Data
180,12,2017,70.6,WDI Data
181,1,2017,96.2,WDI Data
181,2,2017,96.0,WDI Data
181,3,2017,100.0,WDI Data
181,4,2015,0.0,WDI Data
181,5,2015,0.5,WDI Data
181,7,2016,88.2,WDI Data
181,8,2017,26.8,WDI Data
181,9,2014,43.9,WDI Data
181,10,2018,4.7,WDI Data
181,11,2015,0.4,WDI Data
181,12,2017,97.4,WDI Data
183,1,2017,81.9,WDI Data
183,2,2017,76.5,WDI Data
183,3,2017,100.0,WDI Data
183,4,2015,23.7,WDI Data
183,5,2015,0.5,WDI Data
183,7,2016,14.5,WDI Data
183,8,2017,3.4,WDI Data
183,9,2014,3.5,WDI Data
183,10,2018,24.3,WDI Data
183,11,2015,1.5,WDI Data
183,12,2017,63.7,WDI Data
184,1,2017,76.0,WDI Data
184,2,2017,61.3,WDI Data
184,3,2017,100.0,WDI Data
184,4,2015,3.3,WDI Data
184,5,2015,1.1,WDI Data
184,7,2016,16.2,WDI Data
184,8,2017,8.0,WDI Data
184,9,2014,11.9,WDI Data
184,10,2018,7.6,WDI Data
184,11,2015,11.6,WDI Data
184,12,2017,76.0,WDI Data
185,3,2017,34.1,WDI Data
185,4,2015,86.7,WDI Data
185,5,2015,0.7,WDI Data
185,6,2014,53.2,WDI Data
185,7,2016,42.8,WDI Data
185,8,2017,-4.4,WDI Data
185,9,2014,0.1,WDI Data
185,10,2018,9.1,WDI Data
185,11,2015,2.5,WDI Data
185,12,2017,21.8,WDI Data
193,1,2017,58.8,WDI Data
193,2,2017,48.5,WDI Data
193,3,2017,96.8,WDI Data
193,4,2015,34.3,WDI Data
193,7,2016,11.4,WDI Data
193,9,2014,1.0,WDI Data
193,10,2018,0.2,WDI Data
193,11,2015,3.1,WDI Data
193,12,2017,33.6,WDI Data
194,1,2017,100.0,WDI Data
194,2,2017,77.2,WDI Data
194,3,2017,100.0,WDI Data
194,12,2017,60.2,WDI Data
195,3,2017,72.5,WDI Data
195,4,2015,41.1,WDI Data
195,6,2014,86.6,WDI Data
195,7,2016,28.7,WDI Data
195,9,2014,0.6,WDI Data
195,10,2018,0.2,WDI Data
195,12,2017,29.9,WDI Data
196,2,2017,77.8,WDI Data
196,3,2017,100.0,WDI Data
196,4,2015,0.0,WDI Data
196,5,2015,0.8,WDI Data
196,7,2016,84.5,WDI Data
196,8,2017,13.4,WDI Data
196,9,2014,19.4,WDI Data
196,10,2018,4.5,WDI Data
196,11,2015,1.5,WDI Data
196,12,2017,82.1,WDI Data
197,2,2017,21.5,WDI Data
197,3,2017,61.7,WDI Data
197,4,2015,42.7,WDI Data
197,5,2015,0.6,WDI Data
197,6,2014,39.4,WDI Data
197,7,2016,38.7,WDI Data
197,8,2017,12.3,WDI Data
197,9,2014,0.6,WDI Data
197,10,2018,14.6,WDI Data
197,12,2017,46.0,WDI Data
198,1,2017,74.7,WDI Data
198,2,2017,24.7,WDI Data
198,3,2017,100.0,WDI Data
198,4,2015,21.2,WDI Data
198,5,2015,0.8,WDI Data
198,7,2016,24.8,WDI Data
198,8,2017,-3.2,WDI Data
198,9,2014,5.3,WDI Data
198,10,2018,6.6,WDI Data
198,11,2015,1.2,WDI Data
198,12,2017,70.3,WDI Data
199,3,2017,100.0,WDI Data
199,4,2015,1.4,WDI Data
199,5,2015,0.2,WDI Data
199,7,2016,20.4,WDI Data
199,9,2014,5.4,WDI Data
199,10,2018,0.1,WDI Data
199,11,2015,7.5,WDI Data
199,12,2017,58.8,WDI Data
200,1,2017,9.9,WDI Data
200,2,2017,13.3,WDI Data
200,3,2017,23.4,WDI Data
200,4,2015,77.7,WDI Data
200,6,2014,75.6,WDI Data
200,7,2016,21.3,WDI Data
200,8,2017,-33.5,WDI Data
200,9,2014,0.2,WDI Data
200,10,2018,3.3,WDI Data
200,11,2015,1.7,WDI Data
200,12,2017,9.0,WDI Data
201,1,2017,100.0,WDI Data
201,2,2017,100.0,WDI Data
201,3,2017,100.0,WDI Data
201,4,2015,0.7,WDI Data
201,5,2015,2.3,WDI Data
201,7,2016,18.8,WDI Data
201,8,2017,36.8,WDI Data
201,9,2014,10.3,WDI Data
201,10,2018,2.5,WDI Data
201,11,2015,0.3,WDI Data
201,12,2017,84.4,WDI Data
202,3,2017,100.0,WDI Data
202,4,2015,0.0,WDI Data
202,9,2014,19.5,WDI Data
202,10,2018,8.1,WDI Data
203,1,2017,99.8,WDI Data
203,2,2017,82.5,WDI Data
203,3,2017,100.0,WDI Data
203,4,2015,13.4,WDI Data
203,5,2015,1.2,WDI Data
203,7,2016,17.4,WDI Data
203,8,2017,5.6,WDI Data
203,9,2014,5.7,WDI Data
203,10,2018,37.6,WDI Data
203,11,2015,0.8,WDI Data
203,12,2017,81.6,WDI Data
204,1,2017,98.1,WDI Data
204,2,2017,83.0,WDI Data
204,3,2017,100.0,WDI Data
204,4,2015,20.9,WDI Data
204,5,2015,2.2,WDI Data
204,7,2016,15.9,WDI Data
204,8,2017,10.1,WDI Data
204,9,2014,6.2,WDI Data
204,10,2018,55.1,WDI Data
204,11,2015,1.0,WDI Data
204,12,2017,78.9,WDI Data
205,3,2017,62.9,WDI Data
205,4,2015,63.3,WDI Data
205,7,2016,11.8,WDI Data
205,9,2014,0.3,WDI Data
205,10,2018,0.2,WDI Data
205,12,2017,11.9,WDI Data
206,3,2017,32.9,WDI Data
206,4,2015,94.3,WDI Data
206,6,2014,73.6,WDI Data
206,7,2016,31.8,WDI Data
206,9,2014,0.0,WDI Data
206,10,2018,0.8,WDI Data
206,12,2017,2.0,WDI Data
207,3,2017,84.4,WDI Data
207,4,2015,17.2,WDI Data
207,5,2015,0.8,WDI Data
207,6,2014,23.0,WDI Data
207,7,2016,25.1,WDI Data
207,8,2017,0.6,WDI Data
207,9,2014,9.0,WDI Data
207,10,2018,10.3,WDI Data
207,11,2015,33.8,WDI Data
207,12,2017,56.2,WDI Data
209,3,2017,25.4,WDI Data
209,4,2015,39.1,WDI Data
209,6,2014,95.6,WDI Data
209,7,2016,44.8,WDI Data
209,9,2014,0.1,WDI Data
209,10,2018,15.5,WDI Data
209,11,2015,13.9,WDI Data
209,12,2017,8.0,WDI Data
210,1,2017,98.4,WDI Data
210,2,2017,96.6,WDI Data
210,3,2017,100.0,WDI Data
210,4,2015,16.3,WDI Data
210,5,2015,1.2,WDI Data
210,7,2016,9.7,WDI Data
210,8,2017,9.1,WDI Data
210,9,2014,5.0,WDI Data
210,10,2018,15.0,WDI Data
210,11,2015,0.7,WDI Data
210,12,2017,84.6,WDI Data
211,3,2017,97.5,WDI Data
211,4,2015,52.9,WDI Data
211,5,2015,0.1,WDI Data
211,7,2016,14.0,WDI Data
211,8,2017,28.5,WDI Data
211,9,2014,0.9,WDI Data
211,10,2018,3.4,WDI Data
211,11,2015,2.4,WDI Data
211,12,2017,34.1,WDI Data
188,3,2017,100.0,WDI Data
188,4,2015,1.6,WDI Data
188,9,2014,4.5,WDI Data
