country_id,sus_indicator_id,year,indicator_value,source_note
188,10,2018,0.3,WDI Data
188,11,2015,34.2,WDI Data
188,12,2017,80.7,WDI Data
189,3,2017,98.8,WDI Data
189,4,2015,2.1,WDI Data
189,7,2016,22.4,WDI Data
189,8,2017,-2.3,WDI Data
189,9,2014,2.3,WDI Data
189,10,2018,0.9,WDI Data
189,11,2015,15.8,WDI Data
189,12,2017,50.8,WDI Data
190,3,2017,100.0,WDI Data
190,10,2018,92.0,WDI Data
190,11,2015,17.1,WDI Data
192,3,2017,100.0,WDI Data
192,4,2015,5.8,WDI Data
192,7,2016,22.1,WDI Data
192,8,2017,0.4,WDI Data
192,9,2014,1.9,WDI Data
192,10,2018,0.5,WDI Data
192,11,2015,36.5,WDI Data
192,12,2017,22.0,WDI Data
212,3,2017,56.5,WDI Data
212,4,2015,61.6,WDI Data
212,6,2014,91.6,WDI Data
212,7,2016,54.1,WDI Data
212,8,2017,0.2,WDI Data
212,9,2014,0.3,WDI Data
212,10,2018,2.8,WDI Data
212,12,2017,30.9,WDI Data
213,3,2017,96.8,WDI Data
213,4,2015,24.9,WDI Data
213,6,2014,7.3,WDI Data
213,7,2016,25.3,WDI Data
213,9,2014,3.6,WDI Data
213,10,2018,8.5,WDI Data
213,11,2015,6.1,WDI Data
213,12,2017,48.9,WDI Data
215,1,2017,99.9,WDI Data
215,2,2017,93.4,WDI Data
215,3,2017,100.0,WDI Data
215,4,2015,53.2,WDI Data
215,5,2015,3.3,WDI Data
215,7,2016,6.1,WDI Data
215,8,2017,19.1,WDI Data
215,9,2014,4.5,WDI Data
215,10,2018,15.0,WDI Data
215,11,2015,1.1,WDI Data
215,12,2017,95.5,WDI Data
216,1,2017,95.5,WDI Data
216,2,2017,99.5,WDI Data
216,3,2017,100.0,WDI Data
216,4,2015,25.3,WDI Data
216,5,2015,3.4,WDI Data
216,7,2016,10.3,WDI Data
216,8,2017,16.4,WDI Data
216,9,2014,4.3,WDI Data
216,10,2018,9.7,WDI Data
216,11,2015,0.7,WDI Data
216,12,2017,89.7,WDI Data
217,3,2017,89.6,WDI Data
217,4,2015,0.5,WDI Data
217,5,2015,0.0,WDI Data
217,6,2014,19.3,WDI Data
217,7,2016,43.7,WDI Data
217,9,2014,1.6,WDI Data
217,10,2018,0.7,WDI Data
217,12,2017,34.3,WDI Data
219,1,2017,47.9,WDI Data
219,3,2017,99.3,WDI Data
219,4,2015,44.7,WDI Data
219,5,2015,0.1,WDI Data
219,7,2016,43.4,WDI Data
219,8,2017,6.3,WDI Data
219,9,2014,0.6,WDI Data
219,10,2018,22.3,WDI Data
219,12,2017,22.0,WDI Data
220,2,2017,25.4,WDI Data
220,3,2017,32.8,WDI Data
220,4,2015,85.7,WDI Data
220,5,2015,0.5,WDI Data
220,6,2014,50.7,WDI Data
220,7,2016,28.4,WDI Data
220,8,2017,23.1,WDI Data
220,9,2014,0.2,WDI Data
220,10,2018,31.0,WDI Data
220,11,2015,7.0,WDI Data
220,12,2017,25.0,WDI Data
221,3,2017,100.0,WDI Data
221,4,2015,22.9,WDI Data
221,5,2015,0.6,WDI Data
221,6,2014,25.0,WDI Data
221,7,2016,26.3,WDI Data
221,8,2017,14.0,WDI Data
221,9,2014,4.6,WDI Data
221,10,2018,12.5,WDI Data
221,11,2015,3.5,WDI Data
221,12,2017,52.9,WDI Data
222,3,2017,80.4,WDI Data
222,4,2015,18.2,WDI Data
222,7,2016,20.0,WDI Data
222,8,2017,-14.6,WDI Data
222,9,2014,0.4,WDI Data
222,10,2018,4.4,WDI Data
222,11,2015,3.9,WDI Data
222,12,2017,27.5,WDI Data
223,3,2017,48.0,WDI Data
223,4,2015,71.3,WDI Data
223,5,2015,0.3,WDI Data
223,6,2014,51.2,WDI Data
223,7,2016,37.1,WDI Data
223,8,2017,-7.5,WDI Data
223,9,2014,0.4,WDI Data
223,10,2018,21.8,WDI Data
223,12,2017,12.4,WDI Data
225,3,2017,98.0,WDI Data
225,4,2015,1.9,WDI Data
225,7,2016,11.0,WDI Data
225,9,2014,1.2,WDI Data
225,10,2018,1.5,WDI Data
225,11,2015,1.0,WDI Data
225,12,2017,41.2,WDI Data
226,3,2017,100.0,WDI Data
226,4,2015,0.3,WDI Data
226,5,2015,0.1,WDI Data
226,7,2016,24.2,WDI Data
226,9,2014,34.0,WDI Data
226,10,2018,2.0,WDI Data
226,11,2015,30.9,WDI Data
226,12,2017,77.3,WDI Data
227,1,2017,92.7,WDI Data
227,2,2017,78.1,WDI Data
227,3,2017,100.0,WDI Data
227,4,2015,12.6,WDI Data
227,5,2015,0.6,WDI Data
227,6,2014,8.0,WDI Data
227,7,2016,38.5,WDI Data
227,8,2017,-9.6,WDI Data
227,9,2014,2.6,WDI Data
227,10,2018,5.2,WDI Data
227,11,2015,3.0,WDI Data
227,12,2017,64.2,WDI Data
228,2,2017,65.2,WDI Data
228,3,2017,100.0,WDI Data
228,4,2015,13.4,WDI Data
228,5,2015,0.9,WDI Data
228,6,2014,11.9,WDI Data
228,7,2016,44.5,WDI Data
228,8,2017,11.4,WDI Data
228,9,2014,4.5,WDI Data
228,10,2018,0.2,WDI Data
228,11,2015,4.3,WDI Data
228,12,2017,64.7,WDI Data
229,1,2017,93.9,WDI Data
229,3,2017,100.0,WDI Data
229,4,2015,0.0,WDI Data
229,7,2016,21.7,WDI Data
229,9,2014,12.5,WDI Data
229,10,2018,3.2,WDI Data
229,12,2017,21.3,WDI Data
230,3,2017,100.0,WDI Data
230,4,2015,0.6,WDI Data
230,9,2014,5.8,WDI Data
230,10,2018,0.4,WDI Data
230,11,2015,5.9,WDI Data
231,2,2017,6.3,WDI Data
231,3,2017,100.0,WDI Data
231,4,2015,0.0,WDI Data
231,9,2014,1.0,WDI Data
231,10,2018,0.0,WDI Data
231,11,2015,18.6,WDI Data
231,12,2017,49.3,WDI Data
232,1,2017,7.1,WDI Data
232,3,2017,22.0,WDI Data
232,4,2015,89.1,WDI Data
232,5,2015,0.2,WDI Data
232,6,2014,53.6,WDI Data
232,7,2016,51.9,WDI Data
232,8,2017,-9.5,WDI Data
232,9,2014,0.1,WDI Data
232,10,2018,16.1,WDI Data
232,11,2015,10.8,WDI Data
232,12,2017,23.7,WDI Data
233,1,2017,92.0,WDI Data
233,2,2017,68.5,WDI Data
233,3,2017,100.0,WDI Data
233,4,2015,4.1,WDI Data
233,5,2015,0.6,WDI Data
233,7,2016,20.6,WDI Data
233,8,2017,3.5,WDI Data
233,9,2014,5.0,WDI Data
233,10,2018,3.9,WDI Data
233,11,2015,6.2,WDI Data
233,12,2017,58.9,WDI Data
234,2,2017,96.3,WDI Data
234,3,2017,100.0,WDI Data
234,4,2015,0.1,WDI Data
234,5,2015,0.9,WDI Data
234,7,2016,40.5,WDI Data
234,9,2014,22.9,WDI Data
234,10,2018,15.0,WDI Data
234,11,2015,0.7,WDI Data
234,12,2017,94.8,WDI Data
235,1,2017,100.0,WDI Data
235,2,2017,97.8,WDI Data
235,3,2017,100.0,WDI Data
235,4,2015,8.7,WDI Data
235,5,2015,1.7,WDI Data
235,7,2016,10.5,WDI Data
235,8,2017,5.5,WDI Data
235,9,2014,6.5,WDI Data
235,10,2018,28.8,WDI Data
235,11,2015,1.0,WDI Data
235,12,2017,94.6,WDI Data
236,1,2017,99.0,WDI Data
236,2,2017,90.0,WDI Data
236,3,2017,100.0,WDI Data
236,4,2015,8.7,WDI Data
236,5,2015,2.7,WDI Data
236,7,2016,7.4,WDI Data
236,8,2017,6.1,WDI Data
236,9,2014,16.5,WDI Data
236,10,2018,26.3,WDI Data
236,11,2015,5.0,WDI Data
236,12,2017,87.3,WDI Data
238,3,2017,100.0,WDI Data
238,4,2015,58.0,WDI Data
238,5,2015,0.4,WDI Data
238,7,2016,9.2,WDI Data
238,8,2017,10.2,WDI Data
238,9,2014,2.0,WDI Data
238,10,2018,2.3,WDI Data
238,11,2015,8.5,WDI Data
238,12,2017,68.3,WDI Data
239,1,2017,58.9,WDI Data
239,3,2017,100.0,WDI Data
239,4,2015,3.0,WDI Data
239,5,2015,0.2,WDI Data
239,7,2016,27.8,WDI Data
239,9,2014,3.4,WDI Data
239,10,2018,3.4,WDI Data
239,11,2015,1.6,WDI Data
239,12,2017,52.3,WDI Data
240,1,2017,44.1,WDI Data
240,3,2017,62.8,WDI Data
240,4,2015,36.1,WDI Data
240,7,2016,11.6,WDI Data
240,8,2017,20.8,WDI Data
240,9,2014,0.6,WDI Data
240,10,2018,0.1,WDI Data
240,12,2017,25.7,WDI Data
241,2,2017,23.8,WDI Data
241,3,2017,100.0,WDI Data
241,4,2015,12.8,WDI Data
241,5,2015,0.3,WDI Data
241,7,2016,16.8,WDI Data
241,8,2017,7.2,WDI Data
241,9,2014,6.2,WDI Data
241,10,2018,36.9,WDI Data
241,11,2015,56.3,WDI Data
241,12,2017,72.0,WDI Data
242,3,2017,100.0,WDI Data
242,4,2015,35.0,WDI Data
242,5,2015,0.4,WDI Data
242,6,2014,27.2,WDI Data
242,7,2016,30.2,WDI Data
242,8,2017,13.4,WDI Data
242,9,2014,1.8,WDI Data
242,10,2018,2.9,WDI Data
242,12,2017,58.1,WDI Data
244,3,2017,100.0,WDI Data
244,4,2015,3.9,WDI Data
244,7,2016,10.3,WDI Data
244,10,2018,1.0,WDI Data
244,11,2015,49.3,WDI Data
244,12,2017,64.4,WDI Data
171,2,2017,61.2,WDI Data
171,3,2017,100.0,WDI Data
171,4,2015,10.5,WDI Data
171,5,2015,0.5,WDI Data
171,7,2016,32.7,WDI Data
171,9,2014,0.6,WDI Data
171,11,2015,1.0,WDI Data
171,12,2017,65.2,WDI Data
247,3,2017,79.2,WDI Data
247,4,2015,2.3,WDI Data
247,6,2014,60.8,WDI Data
247,7,2016,50.1,WDI Data
247,9,2014,0.9,WDI Data
247,10,2018,0.6,WDI Data
247,11,2015,6.7,WDI Data
247,12,2017,26.7,WDI Data
248,3,2017,40.3,WDI Data
248,4,2015,88.0,WDI Data
248,6,2014,54.0,WDI Data
248,7,2016,27.4,WDI Data
248,8,2017,9.2,WDI Data
248,9,2014,0.3,WDI Data
248,10,2018,37.9,WDI Data
248,11,2015,5.3,WDI Data
248,12,2017,27.9,WDI Data
249,3,2017,40.4,WDI Data
249,4,2015,81.8,WDI Data
249,6,2014,25.1,WDI Data
249,7,2016,21.7,WDI Data
249,8,2017,-22.2,WDI Data
249,9,2014,0.9,WDI Data
249,10,2018,27.2,WDI Data
249,11,2015,6.7,WDI Data
249,12,2017,27.1,WDI Data
